keyword,topic_cluster,intent,page_url,current_page_exists,competition_level,content_gap,social_angle,priority_score,next_action
automation software,AI automation tools,review,/automation-software-review/,true,medium,thin_content,practical review / use case,35,expand_content_depth
canva,general,review,/canva/,true,medium,thin_content,practical review / use case,35,expand_content_depth
categories,general,review,/categories/,true,medium,thin_content,practical review / use case,35,expand_content_depth
contact,general,review,/contact/,true,medium,thin_content,practical review / use case,35,expand_content_depth
copy ai,AI writing tools,review,/copy-ai/,true,medium,thin_content,practical review / use case,35,expand_content_depth
cursor,AI coding tools,review,/cursor/,true,medium,thin_content,practical review / use case,35,expand_content_depth
descript,general,review,/descript/,true,medium,thin_content,practical review / use case,35,expand_content_depth
disclosure,general,review,/disclosure/,true,medium,thin_content,practical review / use case,35,expand_content_depth
durable,general,review,/durable/,true,medium,thin_content,practical review / use case,35,expand_content_depth
editorial policy,general,review,/editorial-policy/,true,medium,thin_content,practical review / use case,35,expand_content_depth
elevenlabs,general,review,/elevenlabs/,true,medium,thin_content,practical review / use case,35,expand_content_depth
email marketing,general,review,/hub/email-marketing/,true,medium,thin_content,practical review / use case,35,expand_content_depth
framer,general,review,/framer/,true,medium,thin_content,practical review / use case,35,expand_content_depth
gamma,general,review,/gamma/,true,medium,thin_content,practical review / use case,35,expand_content_depth
github copilot,AI coding tools,review,/github-copilot/,true,medium,thin_content,practical review / use case,35,expand_content_depth
grammarly,general,review,/pricing/grammarly/,true,medium,thin_content,practical review / use case,35,expand_content_depth
homepage,general,review,/,true,medium,thin_content,practical review / use case,35,expand_content_depth
hubspot,general,review,/hubspot/,true,medium,thin_content,practical review / use case,35,expand_content_depth
jasper,AI writing tools,review,/jasper/,true,medium,thin_content,practical review / use case,35,expand_content_depth
jasper ai,AI writing tools,review,/jasper-ai/,true,medium,thin_content,practical review / use case,35,expand_content_depth
mailchimp,general,review,/pricing/mailchimp/,true,medium,thin_content,practical review / use case,35,expand_content_depth
make note,AI automation tools,review,/make/,true,medium,thin_content,practical review / use case,35,expand_content_depth
marketing,general,review,/hub/marketing/,true,medium,thin_content,practical review / use case,35,expand_content_depth
marketing software,general,review,/email-marketing-software-review/,true,medium,thin_content,practical review / use case,35,expand_content_depth
media kit,general,review,/media-kit/,true,medium,thin_content,practical review / use case,35,expand_content_depth
notion,general,review,/notion/,true,medium,thin_content,practical review / use case,35,expand_content_depth
notion ai,general,review,/notion-ai/,true,medium,thin_content,practical review / use case,35,expand_content_depth
pictory,general,review,/pricing/pictory/,true,medium,thin_content,practical review / use case,35,expand_content_depth
pipedrive,general,review,/pipedrive/,true,medium,thin_content,practical review / use case,35,expand_content_depth
pipedrive crm,general,review,/pipedrive-crm/,true,medium,thin_content,practical review / use case,35,expand_content_depth
privacy,general,review,/privacy/,true,medium,thin_content,practical review / use case,35,expand_content_depth
privacy policy,general,review,/privacy-policy/,true,medium,thin_content,practical review / use case,35,expand_content_depth
productivity,general,review,/hub/productivity/,true,medium,thin_content,practical review / use case,35,expand_content_depth
reclaim ai,general,review,/reclaim-ai/,true,medium,thin_content,practical review / use case,35,expand_content_depth
runway,general,review,/review/runway/,true,medium,thin_content,practical review / use case,35,expand_content_depth
semrush,AI SEO tools,review,/pricing/semrush/,true,medium,thin_content,practical review / use case,35,expand_content_depth
sitemap,general,review,/sitemap/,true,medium,thin_content,practical review / use case,35,expand_content_depth
surfer seo,AI SEO tools,review,/review/surfer-seo/,true,medium,thin_content,practical review / use case,35,expand_content_depth
synthesia,general,review,/review/synthesia/,true,medium,thin_content,practical review / use case,35,expand_content_depth
terms,general,review,/terms/,true,medium,thin_content,practical review / use case,35,expand_content_depth
testing methodology,general,review,/testing-methodology/,true,medium,thin_content,practical review / use case,35,expand_content_depth
webflow,general,review,/review/webflow/,true,medium,thin_content,practical review / use case,35,expand_content_depth
webflow ai,general,review,/review/webflow-ai/,true,medium,thin_content,practical review / use case,35,expand_content_depth
website builders,general,review,/category/website-builders/,true,medium,thin_content,practical review / use case,35,expand_content_depth
windsurf,AI coding tools,review,/best-ai-coding-tools-2026/,true,medium,thin_content,practical review / use case,35,expand_content_depth
zapier,AI automation tools,review,/pricing/zapier/,true,medium,thin_content,practical review / use case,35,expand_content_depth
ai automation tools,AI automation tools,review,/category/ai-automation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai automation tools and failure states,AI automation tools,review,/category/automation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai automation tools hub ms smile ai hub,AI automation tools,review,/best-ai-automation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai automation tools ms smile ai hub,AI automation tools,review,/best-ai-automation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai coding tools,AI coding tools,review,/category/ai-coding-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai coding tools hub ms smile ai hub,AI coding tools,review,/best-ai-coding-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai customer support tools,general,review,/category/ai-customer-support-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai customer support tools ms smile ai hub,general,review,/category/ai-customer-support-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai marketing tools hub ms smile ai hub,general,review,/category/email-marketing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai presentation tools,general,review,/category/ai-presentation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai presentation tools hub ms smile ai hub,general,review,/best-ai-presentation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai presentation tools ms smile ai hub,general,review,/best-ai-presentation-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai productivity tools,general,review,/blog/ai-productivity-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai productivity tools hub ms smile ai hub,general,review,/blog/ai-productivity-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai productivity tools ms smile ai hub,general,review,/blog/ai-productivity-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai seo tools,AI SEO tools,review,/category/ai-seo-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai seo tools hub ms smile ai hub,AI SEO tools,review,/best-ai-seo-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai seo tools ms smile ai hub,AI SEO tools,review,/best-ai-seo-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai video tools,general,review,/category/ai-video-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai video tools for realistic workflows,AI automation tools,tutorial,/best-ai-coding-tools-2026/,true,medium,thin_content,builder workflow / failure case,34,expand_content_depth
ai video tools hub ms smile ai hub,general,review,/best-ai-video-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai video tools ms smile ai hub,general,review,/best-ai-video-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai voice tools,general,review,/category/ai-voice-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai voice tools hub ms smile ai hub,general,review,/category/ai-voice-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai voice tools ms smile ai hub,general,review,/category/ai-voice-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai writing tools,AI writing tools,review,/category/ai-writing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai writing tools hub ms smile ai hub,AI writing tools,review,/best-ai-writing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
ai writing tools ms smile ai hub,AI writing tools,review,/best-ai-writing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
automation tools for beginners,AI automation tools,review,/blog/automation-tools-for-beginners/,true,medium,thin_content,practical review / use case,34,expand_content_depth
automation tools for beginners ms smile ai hub,AI automation tools,review,/blog/automation-tools-for-beginners/,true,medium,thin_content,practical review / use case,34,expand_content_depth
best ai tools for small business,general,best_tools,/blog/best-ai-tools-for-small-business/,true,high,thin_content,shortlist / decision guide,34,expand_content_depth
best ai tools for small business ms smile ai hub,general,best_tools,/blog/best-ai-tools-for-small-business/,true,high,thin_content,shortlist / decision guide,34,expand_content_depth
crm tools hub ms smile ai hub,general,review,/best-crm-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
crm tools ms smile ai hub,general,review,/best-crm-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
email marketing tools,general,review,/category/email-marketing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
email marketing tools hub ms smile ai hub,general,review,/category/email-marketing-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
how to choose saas tools safely,general,tutorial,/blog/how-to-choose-saas-tools-safely/,true,medium,thin_content,practical review / use case,34,expand_content_depth
how to choose saas tools safely ms smile ai hub,general,tutorial,/blog/how-to-choose-saas-tools-safely/,true,medium,thin_content,practical review / use case,34,expand_content_depth
how we tools,general,review,/blog/how-to-choose-saas-tools-safely/,true,medium,thin_content,practical review / use case,34,expand_content_depth
how we tools ms smile ai hub,general,review,/blog/how-to-choose-saas-tools-safely/,true,medium,thin_content,practical review / use case,34,expand_content_depth
website builder tools,general,review,/category/website-builder-tools/,true,medium,thin_content,practical review / use case,34,expand_content_depth
automation tools,AI automation tools,review,/category/automation-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
crm tools,general,review,/category/crm-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
design tools,general,review,/category/design-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
seo tools,AI SEO tools,review,/category/seo-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
video tools,general,review,/category/video-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
writing tools,AI writing tools,review,/category/writing-tools/,true,medium,thin_content,practical review / use case,31,expand_content_depth
