slug,topic,affiliate_disclosure,affiliate_links,missing_products,expired_products,broken_links,missing_cta,issues
vi/hub/ai-writing,AI Writing Công cụs Hub,False,7,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/crm,CRM Công cụs Hub,False,3,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/email-marketing,Email Marketing Công cụs Hub,False,4,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/marketing,AI Marketing Công cụs Hub,False,8,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/productivity,AI Productivity Công cụs Hub,False,4,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/hub/website-builders,Website Builders Hub,False,6,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/hubs,Trung tâm,False,0,,,4,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/hubspot,Đánh giá HubSpot,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/hubspot-review-2026,"HubSpot Đánh giá 2026: CRM, Marketing Hub, Giá, Ưu điểm và hạn chế",False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/jasper,Đánh giá Jasper,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/jasper-ai,Đánh giá Jasper AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/jasper-ai-review-2026,Ghi chú đánh giá Jasper,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/jasper-pricing,Giá Jasper: những điểm cần kiểm tra trước khi mua,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/keysearch-review-2026,"KeySearch Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/leadpages-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/link-whisper-review-2026,"Link Whisper Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/lovable,Đánh giá Lovable,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/lowfruits-review-2026,"LowFruits Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/mailerlite-review-2026,MailerLite Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/make,Đánh giá Make,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/make-pricing,Giá Make: những điểm cần kiểm tra trước khi mua,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/mangools-review-2026,Mangools Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/marketing-alternatives,Ghi chú đánh giá,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/media-kit,Media Kit,False,0,,,4,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/midjourney,Đánh giá Midjourney,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/moz-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/neuronwriter-review-2026,"NeuronWriter Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/notion,Đánh giá Notion,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/notion-ai,Đánh giá Notion AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/perplexity,Đánh giá Perplexity,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pipedrive,Đánh giá Pipedrive,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pipedrive-crm,Đánh giá Pipedrive CRM,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/plausible-analytics-review-2026,"Plausible Analytics Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/pricing,Hướng dẫn giá,False,1,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/activecampaign,Đang hoạt độngCampaign Hướng dẫn giá,False,1,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/canva,Canva Hướng dẫn giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/cursor,Cursor Hướng dẫn giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/github-copilot,GitHub Copilot Hướng dẫn giá,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/grammarly,Grammarly Hướng dẫn giá,False,1,,,4,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/mailchimp,Mailchimp Hướng dẫn giá,False,1,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/make,Make Hướng dẫn giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/pictory,Pictory Hướng dẫn giá,False,1,,,5,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/semrush,Semrush Hướng dẫn giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/surfer-seo,Surfer SEO Giá 2026,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/pricing/zapier,Zapier Hướng dẫn giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/privacy,Chính sách bảo mật,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/privacy-policy,Chính sách bảo mật,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/reclaim-ai,Đánh giá Reclaim AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/replit,Đánh giá Replit,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/activecampaign,Ghi chú đánh giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/adcreative-ai,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/adcreative-ai-review-2026,AdCreative.ai Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/review/ahrefs-ai,Ghi chú đánh giá Ahrefs,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/bolt,Ghi chú đánh giá Bolt,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/canva,Ghi chú đánh giá Canva,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/chatgpt,Ghi chú đánh giá ChatGPT,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/claude,Ghi chú đánh giá Claude,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/copy-ai,Ghi chú đánh giá Copy.ai,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/cursor,Ghi chú đánh giá Cursor,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/descript,Ghi chú đánh giá,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/durable,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/durable-ai-review-2026,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/review/elevenlabs,Ghi chú đánh giá ElevenLabs,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/framer,Ghi chú đánh giá Framer,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/frase,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/gamma,Ghi chú đánh giá Gamma,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/gemini,Ghi chú đánh giá Gemini,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/github-copilot,Ghi chú đánh giá GitHub Copilot,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/hubspot,Ghi chú đánh giá HubSpot,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/jasper,Ghi chú đánh giá Jasper,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/jasper-ai,Ghi chú đánh giá Jasper,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/lovable,Ghi chú đánh giá Lovable,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/make,Ghi chú đánh giá Make,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/midjourney,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/notion,Ghi chú đánh giá Notion,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/notion-ai,Ghi chú đánh giá Notion và Notion AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/perplexity,Ghi chú đánh giá Perplexity,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/pipedrive,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/pipedrive-crm,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/reclaim-ai,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/replit,Ghi chú đánh giá Replit,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/runway,Ghi chú đánh giá Runway,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/semrush,Ghi chú đánh giá SEMrush,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/semrush-ai,Ghi chú đánh giá SEMrush,False,2,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/surfer-seo,Ghi chú đánh giá,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/surfer-seo-review-2026,Ghi chú đánh giá,False,0,,,3,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/review/synthesia,Ghi chú đánh giá Synthesia,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/webflow,Ghi chú đánh giá Webflow,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/webflow-ai,Ghi chú đánh giá Webflow,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/review/windsurf,Ghi chú đánh giá Windsurf,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/review/windsurf-review-2026,Windsurf Đánh giá 2026,False,1,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/review/zapier,Ghi chú đánh giá Zapier,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews,Đánh giá mới nhất,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/reviews/activecampaign,Đánh giá Đang hoạt độngCampaign,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/adcreative-ai,Đánh giá AdCreative AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/ahrefs-ai,Đánh giá Ahrefs AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/bolt,Đánh giá Bolt,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/canva,Đánh giá Canva,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/chatgpt,Đánh giá ChatGPT,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/claude,Đánh giá Claude,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/copy-ai,Đánh giá Copy.ai,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/cursor,Đánh giá Cursor,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/cursor-ai-review-a-practical-guide-for-developers-and-ai-coders,Ghi chú đánh giá Cursor,True,1,,,2,True,broken links; missing CTA
vi/reviews/descript,Đánh giá Descript,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/durable,Đánh giá Durable,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/elevenlabs,Đánh giá ElevenLabs,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/framer,Đánh giá Framer,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/frase,Đánh giá Frase,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/gamma,Đánh giá Gamma,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/gemini,Đánh giá Gemini,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/github-copilot,Đánh giá GitHub Copilot,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/hubspot,Đánh giá HubSpot,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/jasper,Đánh giá Jasper,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/jasper-ai,Đánh giá Jasper AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/lovable,Đánh giá Lovable,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/make,Đánh giá Make,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/midjourney,Đánh giá Midjourney,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/notion,Đánh giá Notion,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/notion-ai,Đánh giá Notion AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/perplexity,Đánh giá Perplexity,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/pipedrive,Đánh giá Pipedrive,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/pipedrive-crm,Đánh giá Pipedrive CRM,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/reclaim-ai,Đánh giá Reclaim AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/replit,Đánh giá Replit,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/runway,Đánh giá Runway,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/semrush,Đánh giá Semrush,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/semrush-ai,Đánh giá Semrush AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/surfer-seo,Đánh giá Surfer SEO,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/synthesia,Đánh giá Synthesia,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/webflow,Đánh giá Webflow,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/webflow-ai,Đánh giá Webflow AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/windsurf,Ghi chú đánh giá Windsurf,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/windsurf-review,Ghi chú đánh giá Windsurf,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/reviews/zapier,Đánh giá Zapier,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/runway,Đánh giá Runway,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/se-ranking-review-2026,SE Ranking Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/semrush,Đánh giá Semrush,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/semrush-ai,Đánh giá Semrush AI,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/semrush-pricing,Giá Semrush: những điểm cần kiểm tra trước khi mua,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/semrush-vs-ahrefs-2026,Ghi chú đánh giá SEMrush và Ahrefs,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/senja-review-2026,"Senja Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/serpstat-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/sitemap,HTML Sitemap,False,0,,,4,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/surfer-seo,Đánh giá Surfer SEO,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/surfer-seo-alternatives,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/surfer-seo-free-trial,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/surfer-seo-pricing,Giá Surfer SEO: những điểm cần kiểm tra trước khi mua,False,2,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/surfer-seo-vs-clearscope,Ghi chú đánh giá,False,0,,,1,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/synthesia,Đánh giá Synthesia,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/systeme-io-review-2026,Systeme.io Đánh giá 2026,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/tally-forms-review-2026,"Tally Forms Đánh giá 2026: Tính năng, Giá, Ưu điểm, Hạn chế & Lựa chọn thay thế",False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/terms,Điều khoản,False,0,,,3,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/terms-of-service,Điều khoản of Service,False,0,,,5,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/testing-methodology,Phương pháp thử nghiệm,False,0,,,6,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/trackdesk-review-2026,Ghi chú đánh giá,False,0,,,7,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/ubersuggest-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/unbounce-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/webflow,Đánh giá Webflow,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/webflow-ai,Đánh giá Webflow AI,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/webflow-pros-and-cons,Webflow Ưu điểm và hạn chế 2026,False,1,,,1,True,missing affiliate disclosure; broken links; missing CTA
vi/website-builder-alternatives,Ghi chú đánh giá,False,5,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/website-builder-software-review,Ghi chú đánh giá,False,5,,,3,True,missing affiliate disclosure; broken links; missing CTA
vi/windsurf,Đánh giá Windsurf,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/windsurf-review,Ghi chú đánh giá Windsurf,False,3,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/windsurf-review-2026,Windsurf Đánh giá 2026,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/wordtune-review-2026,Ghi chú đánh giá,False,0,,,2,True,missing affiliate disclosure; missing affiliate links; broken links; missing CTA
vi/zapier,Đánh giá Zapier,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/zapier-alternatives,Zapier Lựa chọn thay thế 2026,False,1,,,2,True,missing affiliate disclosure; broken links; missing CTA
vi/zapier-pricing,How Much Does Zapier Cost in 2026?,False,1,,,3,True,missing affiliate disclosure; broken links; missing CTA
webflow,Webflow Review,True,1,,,1,False,broken links
webflow-ai,Webflow AI Review,True,3,,,1,False,broken links
webflow-pros-and-cons,Webflow Pros and Cons 2026,True,1,,,1,True,broken links; missing CTA
website-builder-alternatives,Best Website Builder Alternatives for 2026,True,5,,,1,False,broken links
website-builder-software-review,Website Builder Software Review: Research-Style Review for 2026,True,5,,,1,False,broken links
windsurf,Windsurf Review,True,1,,,1,False,broken links
windsurf-review,Windsurf Review: Is This Agent-Style AI Coding Workflow Worth Testing?,True,3,,,1,True,broken links; missing CTA
windsurf-review-2026,Windsurf Review 2026,True,1,,,1,True,broken links; missing CTA
wordtune-review-2026,"Wordtune Review 2026: AI Writing Assistant Features, Pricing and Alternatives",True,0,,,1,True,missing affiliate links; broken links; missing CTA
zapier,Zapier Review,True,1,,,1,False,broken links
zapier-alternatives,Zapier Alternatives 2026,True,1,,,1,True,broken links; missing CTA
zapier-pricing,How Much Does Zapier Cost in 2026?,True,1,,,1,True,broken links; missing CTA
affiliate-disclosure,Affiliate Disclosure,True,0,,,0,True,missing affiliate links; missing CTA
affordable-ai-coding-platform,Affordable Ai Coding Platform,True,0,,,0,True,missing affiliate links; missing CTA
affordable-ai-productivity-platform,Affordable Ai Productivity Platform,True,0,,,0,True,missing affiliate links; missing CTA
affordable-ai-search-platform-buyer-guide-2026,"Affordable AI Search Platform Buyer Guide 2026: Cost, Quality, and Risk",True,0,,,0,True,missing affiliate links; missing CTA
affordable-ai-search-platform-faq-2026,Affordable Ai Search Platform Faq 2026,True,0,,,0,True,missing affiliate links; missing CTA
affordable-ai-seo-platform,Affordable Ai Seo Platform,True,0,,,0,True,missing affiliate links; missing CTA
agency-agents-review-comparison-2026,Agency Agents Review Comparison 2026,True,0,,,0,True,missing affiliate links; missing CTA
agency-agents-review-integrations-2026,Agency Agents Integrations 2026: A Practical Automation Stack Guide,True,0,,,0,True,missing affiliate links; missing CTA
ai-berkshire-review-alternatives-2026,Ai Berkshire Review Alternatives 2026,True,0,,,0,True,missing affiliate links; missing CTA
ai-berkshire-review-buyer-guide-2026,AI Berkshire Buyer Guide 2026: What to Verify Before You Trust It,True,0,,,0,True,missing affiliate links; missing CTA
best-ai-coding-software,Best Ai Coding Software,True,0,,,0,True,missing affiliate links; missing CTA
best-ai-search-software-comparison-2026,Best Ai Search Software Comparison 2026,True,0,,,0,True,missing affiliate links; missing CTA
best-ai-search-software-use-cases-2026,"Best AI Search Software Use Cases 2026: Research, Support, and Knowledge",True,0,,,0,True,missing affiliate links; missing CTA
best-ai-seo-software,Best Ai Seo Software,True,0,,,0,True,missing affiliate links; missing CTA
council-of-high-intelligence-review-pricing-2026,Council Of High Intelligence Review Pricing 2026,True,0,,,0,True,missing affiliate links; missing CTA
council-of-high-intelligence-review-use-cases-2026,Council of High Intelligence Use Cases 2026: Where Multi-Agent Review Helps,True,0,,,0,True,missing affiliate links; missing CTA
cupy-review-alternatives-2026,Cupy Review Alternatives 2026,True,0,,,0,True,missing affiliate links; missing CTA
cupy-review-tutorial-2026,CuPy Tutorial 2026: A Practical NumPy-to-GPU Migration Guide,True,0,,,0,True,missing affiliate links; missing CTA
editorial-policy,Editorial Policy,True,0,,,0,True,missing affiliate links; missing CTA
free-for-dev-review-pricing-2026,Free For Dev Review Pricing 2026,True,0,,,0,True,missing affiliate links; missing CTA
free-for-dev-review-use-cases-2026,Free for Developers Use Cases 2026: How to Use Free-for.dev Safely,True,0,,,0,True,missing affiliate links; missing CTA
logto-review-pricing-2026,Logto Pricing 2026: Cloud Plans vs Self-Hosting Costs,True,0,,,0,True,missing affiliate links; missing CTA
logto-review-tutorial-2026,Logto Review Tutorial 2026,True,0,,,0,True,missing affiliate links; missing CTA
review/codeium,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
surfer-seo-pricing-2026,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
tavant-agentic-ai-platform-use-cases-2026,Tavant Agentic AI Platform Use Cases 2026: Software Engineering Automation,True,0,,,0,True,missing affiliate links; missing CTA
tavant-debuts-agentic-ai-platform-for-software-engineering-automation-tutorial-2026,"Tavant Debuts Agentic Ai Platform For Software Engineering, Automation Tutorial 2026",True,0,,,0,True,missing affiliate links; missing CTA
vi/affiliate-disclosure,Tiết lộ affiliate,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/affordable-ai-coding-platform,Affordable Ai Coding Platform,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/affordable-ai-productivity-platform,Affordable Ai Productivity Platform,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/affordable-ai-seo-platform,Affordable Ai Seo Platform,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/best-ai-coding-software,Best Ai Coding Software,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/best-ai-seo-software,Best Ai Seo Software,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/crm-alternatives,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/editorial-policy,Chính sách biên tập,True,0,,,0,True,missing affiliate links; missing CTA
vi/marketing-software-review,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/review/codeium,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vi/surfer-seo-pricing-2026,Redirecting,False,0,,,0,True,missing affiliate disclosure; missing affiliate links; missing CTA
vulnclaw-review-faq-2026,Vulnclaw Review Faq 2026,True,0,,,0,True,missing affiliate links; missing CTA
vulnclaw-review-pros-and-cons-2026,VulnClaw Pros and Cons 2026: Security Workflow Reality Check,True,0,,,0,True,missing affiliate links; missing CTA
